@RELATION csvToArff

@ATTRIBUTE credit_lines_outstanding REAL
@ATTRIBUTE payment_to_incomeratio REAL
@ATTRIBUTE debt_to_incomeratio REAL
@ATTRIBUTE years_employed REAL
@ATTRIBUTE fico_score REAL
@ATTRIBUTE default REAL

@DATA
1,0.056677317,0.092928129,6,688,0
1,0.052016509,0.140832229,5,722,0
0,0.045766807,0.058726106,4,602,0
1,0.065190293,0.093004532,5,628,0
1,0.057318494,0.111052507,6,712,0
3,0.03902827,0.191482904,5,595,0
1,0.046296787,0.074661596,6,694,0
5,0.073864842,0.30330956,1,591,1
1,0.052464257,0.118127944,5,656,0
0,0.038652742,0.074050406,4,561,0
1,0.06770865,0.091964753,7,728,0
1,0.05192496,0.071277617,7,688,0
2,0.063994122,0.137158636,5,650,0
1,0.069635116,0.073007949,6,617,0
0,0.055110563,0.080837577,6,647,0
0,0.057217372,0.090313659,3,581,0
0,0.062951003,0.015512106,5,746,0
0,0.061868232,0.045773505,5,690,0
1,0.060352025,0.106200922,6,577,0
0,0.046893116,0.01,4,578,0
2,0.054191486,0.122517651,6,706,0
5,0.057020113,0.297394984,6,686,1
0,0.073368056,0.050706236,4,688,0
0,0.057948663,0.026532867,2,695,0
0,0.063433206,0.07720216,4,683,0
0,0.059646529,0.069130855,6,637,0
4,0.053609975,0.224954828,5,606,1
0,0.071092282,0.103936277,4,676,0
4,0.07553339,0.201463218,6,693,0
1,0.065946698,0.084503055,6,681,0
0,0.057715536,0.05351113,3,730,0
0,0.072558119,0.059295819,5,645,0
1,0.044310451,0.101311923,6,598,0
4,0.05260242,0.258474544,2,611,1
0,0.07299279,0.106250209,3,712,0
4,0.047585381,0.231715474,2,579,1
0,0.0525108,0.070394405,5,642,0
1,0.068965935,0.10860502,5,637,0
0,0.052519263,0.013726111,3,690,0
0,0.064380575,0.06955799,4,643,0
1,0.06444238,0.117127255,5,673,0
0,0.060282456,0.056819176,6,567,0
1,0.059592607,0.091957146,6,641,0
1,0.060841097,0.106175678,6,586,0
0,0.069114174,0.063876283,5,685,0
0,0.054669841,0.018331834,8,559,0
0,0.064998172,0.01,5,660,0
0,0.065252077,0.01,6,723,0
2,0.058899208,0.126898997,6,621,0
1,0.074184778,0.095427777,6,609,0
5,0.028138131,0.358432944,4,650,1
5,0.050414841,0.285609823,5,670,1
1,0.045975591,0.10277677,7,756,0
0,0.07255636,0.070519733,3,580,0
0,0.046512385,0.061468684,5,606,0
1,0.071828796,0.100368714,5,654,0
1,0.067125723,0.09809966,6,726,0
1,0.080985616,0.098281725,3,636,0
1,0.058326354,0.095029413,6,610,0
0,0.062355962,0.074188105,3,568,0
0,0.080223509,0.062073154,3,724,0
5,0.040114416,0.243926084,5,626,1
1,0.059325421,0.127519709,5,690,0
0,0.063454704,0.078400484,5,568,0
0,0.063169236,0.091920532,3,639,0
0,0.053691332,0.120771109,3,618,0
1,0.04742967,0.128671973,6,592,0
0,0.049301329,0.068002255,4,627,0
1,0.069502862,0.111751508,5,666,0
1,0.058665441,0.084842885,5,621,0
0,0.041273209,0.043599586,5,645,0
1,0.068891581,0.127309845,5,797,0
4,0.064089586,0.262873869,3,559,1
0,0.073780372,0.052390616,4,632,0
0,0.065086776,0.110126978,4,587,0
4,0.059274102,0.217703845,6,671,1
0,0.056223699,0.01,2,699,0
5,0.062398442,0.29689834,3,647,1
0,0.05862095,0.056934556,4,736,0
1,0.063993691,0.089809021,5,656,0
0,0.056054125,0.060672024,3,654,0
1,0.057816797,0.092207744,5,587,0
0,0.058139614,0.01,7,783,0
0,0.057228294,0.072564061,5,621,0
0,0.039857379,0.02739124,7,574,0
1,0.054200567,0.108619601,6,739,0
2,0.054504127,0.112111903,9,659,0
4,0.070422982,0.267218539,3,631,1
5,0.042251077,0.322103793,4,629,1
5,0.063252365,0.330328189,4,700,1
0,0.057121755,0.079294776,3,517,0
0,0.050381834,0.07227967,5,658,0
5,0.049081598,0.309988698,5,592,1
0,0.050968627,0.075348884,5,688,0
0,0.060151219,0.092364084,3,557,0
1,0.065622377,0.100659633,3,731,0
0,0.0450302,0.065148798,4,573,0
0,0.040717639,0.017342356,5,626,0
1,0.044117095,0.08560633,6,539,0
0,0.038983891,0.056303563,5,620,0
0,0.073763557,0.098787971,2,714,0
5,0.062059766,0.300506934,3,618,1
1,0.038058912,0.086723331,5,609,0
1,0.041030827,0.112664278,5,710,0
0,0.054449981,0.063248364,2,617,0
0,0.049262721,0.094906846,4,665,0
3,0.070828567,0.167255205,4,559,0
3,0.058983869,0.183946558,4,657,0
5,0.076465018,0.241575271,3,543,1
1,0.060703671,0.107952773,3,564,0
0,0.071857869,0.039394988,2,619,0
0,0.063968904,0.01,5,685,0
2,0.041085563,0.145116276,5,647,0
5,0.056392792,0.268725934,4,696,1
0,0.082560542,0.048683795,4,552,0
0,0.050419713,0.078293816,4,557,0
0,0.060329003,0.094740086,3,701,0
0,0.049910833,0.057601212,6,714,0
0,0.053098823,0.09478629,4,739,0
0,0.053612369,0.051173997,6,602,0
0,0.061598918,0.01,5,639,0
0,0.055181625,0.026538189,4,665,0
0,0.051875591,0.058242275,7,687,0
5,0.051421251,0.300902746,2,649,1
0,0.063048977,0.064754602,5,661,0
0,0.066963929,0.075394706,3,607,0
4,0.079121293,0.230972868,3,537,1
5,0.060358833,0.287184879,3,663,1
0,0.077684056,0.043280601,4,703,0
0,0.046255953,0.065071447,5,648,0
0,0.062508785,0.056934332,4,611,0
4,0.074906414,0.255102118,4,547,1
2,0.050486164,0.128062105,9,739,0
3,0.069065574,0.220592028,5,618,0
0,0.070379957,0.053737562,4,617,0
1,0.039636335,0.081178567,6,622,0
1,0.073442328,0.094639967,6,628,0
0,0.046907976,0.04936855,6,622,0
5,0.064500522,0.321196049,1,666,1
0,0.050312427,0.06473961,3,676,0
0,0.058206976,0.058730634,3,492,0
4,0.052695904,0.255462653,4,511,1
0,0.059856098,0.05912008,7,638,0
2,0.068101932,0.110287801,7,715,0
0,0.056377417,0.043009567,5,568,0
0,0.068601961,0.060543032,5,620,0
0,0.05652774,0.069746937,4,531,0
0,0.057525153,0.08473444,3,508,0
0,0.048648155,0.01,7,686,0
0,0.066368006,0.030373174,5,725,0
4,0.070630099,0.19888351,6,727,0
1,0.052818759,0.078662896,5,675,0
1,0.047670796,0.120609974,6,593,0
0,0.04494886,0.028129729,6,713,0
1,0.075919412,0.118388706,2,627,0
4,0.057039321,0.249227866,3,555,1
0,0.051105311,0.079315424,3,707,0
1,0.072548096,0.117343733,6,633,0
2,0.041046087,0.131355937,8,654,0
2,0.066154725,0.129947729,7,676,0
0,0.043511825,0.073805815,6,611,0
0,0.068523663,0.097085059,4,735,0
0,0.052410129,0.062532517,2,720,0
1,0.067626149,0.117983283,4,632,0
0,0.053098662,0.072812938,4,586,0
0,0.04755207,0.01,4,587,0
3,0.044140872,0.2180306,3,590,1
3,0.058743853,0.143611403,8,672,0
0,0.080686722,0.092671266,5,584,0
0,0.059444932,0.100572927,6,675,0
1,0.044008632,0.111780368,6,721,0
1,0.039331616,0.089410931,7,677,0
1,0.052659726,0.083832146,6,559,0
1,0.059426593,0.083881201,7,651,0
0,0.044128785,0.049647934,4,682,0
0,0.048276852,0.075036422,4,602,0
1,0.039345824,0.086271617,4,623,0
0,0.074021223,0.05811539,4,649,0
1,0.048626573,0.088585399,4,526,0
0,0.062942359,0.027402939,4,631,0
0,0.058434078,0.078232514,5,608,0
0,0.042152371,0.018119417,8,699,0
1,0.064279628,0.096139294,6,713,0
0,0.053346224,0.081966083,6,553,0
0,0.066844548,0.076504246,5,671,0
1,0.035661012,0.103236469,6,592,0
0,0.060229164,0.01,5,662,0
5,0.054843352,0.271589254,2,597,1
2,0.051092988,0.157069653,4,680,0
1,0.04799856,0.106732523,7,657,0
0,0.04964719,0.089485878,5,643,0
1,0.06127825,0.096510382,6,736,0
3,0.046740457,0.203132476,4,646,0
0,0.04873876,0.010996764,4,657,0
5,0.06891608,0.235645198,6,532,1
5,0.056514505,0.273771649,4,556,1
5,0.062406299,0.27099088,4,639,1
0,0.069974025,0.07964355,3,571,0
1,0.059231891,0.130778197,3,599,0
0,0.07165508,0.010447171,3,699,0
2,0.056465018,0.116693941,8,616,0
1,0.049115401,0.064546588,6,587,0
5,0.068832525,0.288155619,2,562,1
0,0.073534266,0.114661376,2,718,0
1,0.055124317,0.089972927,5,700,0
5,0.064331946,0.310266568,1,533,1
0,0.04817011,0.08568363,3,551,0
0,0.067050718,0.076115798,2,450,0
0,0.064768201,0.016629308,3,674,0
0,0.048721164,0.045242384,5,665,0
1,0.050261615,0.111884459,5,639,0
0,0.042555249,0.01,5,562,0
0,0.056157129,0.076032112,4,589,0
5,0.0580277,0.299735218,3,555,1
1,0.046158406,0.110618314,7,598,0
1,0.038697399,0.097308569,5,590,0
4,0.075957045,0.246799796,0,623,1
0,0.05486347,0.04127655,4,607,0
0,0.058716171,0.062060572,3,715,0
0,0.045578305,0.072150498,5,710,0
0,0.060399758,0.09727456,4,631,0
3,0.057242754,0.192717869,4,636,0
4,0.043070221,0.281944685,3,602,1
0,0.057332677,0.010093379,4,704,0
2,0.048337166,0.151811667,6,661,0
0,0.069540383,0.068223696,6,749,0
0,0.074722897,0.062382168,2,629,0
0,0.047153762,0.061545728,3,685,0
1,0.0524536,0.131543454,6,674,0
5,0.061187773,0.28407892,3,535,1
2,0.038070015,0.116693997,7,775,0
0,0.055934328,0.01,4,733,0
5,0.066792931,0.302760845,4,564,1
1,0.058692065,0.117087672,5,649,0
5,0.058590947,0.291081274,4,601,1
0,0.052569933,0.096803757,4,626,0
1,0.065212257,0.1231507,4,545,0
5,0.071577864,0.315844347,2,647,1
1,0.070059733,0.076432278,7,620,0
5,0.062127738,0.302886433,6,562,1
1,0.064560977,0.133980349,3,657,0
1,0.043070059,0.118598021,5,661,0
1,0.065398211,0.101299455,5,648,0
0,0.068058747,0.092666183,3,568,0
1,0.045643115,0.141702214,5,548,0
5,0.074597044,0.321938359,5,518,1
1,0.059426425,0.131718125,4,670,0
1,0.058117006,0.124684553,5,772,0
4,0.038018787,0.236034398,6,536,1
5,0.055695597,0.295430439,3,672,1
1,0.053941147,0.081226965,6,707,0
5,0.045385042,0.315343364,4,605,1
0,0.073168659,0.077819229,2,722,0
0,0.070293711,0.02653336,3,624,0
2,0.056493836,0.148080469,5,693,0
1,0.067866361,0.146154332,4,624,0
0,0.065880696,0.073603181,3,661,0
0,0.05706533,0.06602448,3,685,0
0,0.058674312,0.057466061,4,590,0
3,0.051624125,0.212739158,5,662,0
0,0.051902582,0.091115948,3,635,0
0,0.051605709,0.027166259,5,650,0
1,0.06245016,0.117263388,6,676,0
0,0.053262484,0.073334158,4,599,0
1,0.066993831,0.119013691,5,706,0
0,0.057234024,0.054024867,3,701,0
0,0.055917105,0.030782155,4,663,0
5,0.04744781,0.266183079,5,602,1
0,0.052907447,0.07265954,6,502,0
3,0.051645456,0.184345473,7,679,0
0,0.058199537,0.068899988,3,578,0
0,0.058465081,0.030857885,5,713,0
3,0.056976143,0.188612207,5,597,0
1,0.058687285,0.117041629,6,614,0
3,0.055348326,0.188435815,3,542,1
0,0.062997194,0.030122702,5,678,0
0,0.059741494,0.070156266,3,591,0
1,0.055038601,0.104857088,5,648,0
3,0.054564812,0.20297015,4,656,0
5,0.052306065,0.328360925,4,685,1
1,0.058089551,0.106769111,7,664,0
4,0.059383587,0.267416018,3,638,1
0,0.07387027,0.085501767,4,663,0
1,0.060303477,0.092779841,5,672,0
1,0.046212966,0.090606082,7,728,0
3,0.066579069,0.190467017,3,556,1
2,0.079671681,0.187720484,3,623,0
0,0.046073677,0.02457474,2,635,0
2,0.054909003,0.15830987,4,657,0
3,0.050412305,0.155571343,7,724,0
2,0.044005417,0.159354834,5,679,0
0,0.043408092,0.04671637,5,617,0
1,0.048940277,0.098592721,5,641,0
5,0.072702195,0.282461635,3,675,1
3,0.066500044,0.185291853,4,605,0
0,0.06845408,0.020700919,5,590,0
0,0.057937348,0.070993664,5,600,0
0,0.066179839,0.060969555,1,674,0
1,0.059617489,0.137100026,2,712,0
1,0.068258024,0.134119972,3,532,0
2,0.058994901,0.176024845,4,573,0
0,0.051978471,0.02322141,4,514,0
1,0.073975783,0.070433561,7,640,0
2,0.04930299,0.149180279,5,654,0
1,0.075702084,0.078386992,6,681,0
1,0.048582767,0.081970284,6,744,0
3,0.056317908,0.151461274,5,622,0
1,0.056477353,0.132262627,6,726,0
0,0.076789206,0.069931825,4,623,0
0,0.059134797,0.073271511,4,616,0
0,0.05481768,0.01,4,677,0
1,0.059491758,0.150939916,4,648,0
1,0.069384077,0.107196427,3,618,0
5,0.063000611,0.326699118,4,684,1
1,0.056775597,0.113017007,5,722,0
1,0.067448807,0.096500159,4,789,0
1,0.051074447,0.125104606,5,721,0
5,0.056866926,0.313647042,5,695,1
3,0.05939169,0.167615815,5,603,0
0,0.053287612,0.082941105,3,696,0
0,0.061905769,0.053148666,6,576,0
2,0.059592401,0.111146468,7,652,0
0,0.083469726,0.092667737,2,599,0
4,0.057679234,0.226252255,7,712,0
0,0.056322855,0.047607133,2,588,0
0,0.064293871,0.019695959,5,754,0
1,0.054492496,0.091573888,6,563,0
5,0.044928845,0.309111831,3,649,1
2,0.057818226,0.124943496,7,726,0
0,0.057070946,0.059076177,3,634,0
0,0.052906792,0.096087961,2,703,0
4,0.044695522,0.262769088,3,605,1
3,0.063984305,0.194096185,4,628,0
5,0.062347291,0.311804402,4,502,1
1,0.06437033,0.087143411,5,626,0
1,0.064014585,0.082940416,6,627,0
2,0.057678748,0.16090699,4,539,0
1,0.059059607,0.122703166,6,633,0
0,0.050108224,0.080736338,5,621,0
0,0.060454299,0.014467955,2,766,0
1,0.047642344,0.09447217,5,587,0
1,0.062551665,0.118559203,4,612,0
2,0.046744834,0.111354169,7,707,0
2,0.063464518,0.176895452,2,558,0
2,0.068964212,0.109999441,7,656,0
1,0.075900886,0.094853956,6,581,0
2,0.054548724,0.145067616,5,583,0
5,0.050023782,0.281879688,4,597,1
3,0.064301782,0.225388718,2,591,1
4,0.05570444,0.236942169,5,729,1
5,0.052277205,0.273899776,3,611,1
4,0.048248412,0.219089063,4,623,1
4,0.061922754,0.244468368,1,539,1
3,0.050824331,0.192481022,5,719,0
2,0.060198294,0.155344251,5,658,0
1,0.077758819,0.0891632,5,628,0
4,0.069666973,0.216376042,5,577,1
1,0.06526235,0.106603916,3,629,0
1,0.06218809,0.130012844,5,696,0
3,0.068497579,0.20148135,4,612,0
1,0.0631934,0.102714501,6,726,0
5,0.062165374,0.252351518,5,589,1
0,0.065691271,0.047754421,5,579,0
0,0.052006042,0.089204055,4,607,0
1,0.077880315,0.089398857,5,693,0
0,0.054731272,0.024677074,7,699,0
0,0.049298571,0.046250218,4,664,0
0,0.063092076,0.026355281,6,708,0
4,0.070858334,0.244834903,1,531,1
0,0.072579768,0.028892982,5,741,0
0,0.057919296,0.059639815,3,683,0
0,0.071931499,0.045143836,3,719,0
0,0.046304465,0.036438582,3,571,0
2,0.080906255,0.122773402,4,637,0
1,0.060987974,0.080977609,5,734,0
0,0.044314266,0.024621961,6,635,0
1,0.056836729,0.086906854,7,697,0
0,0.062900921,0.062201147,5,678,0
1,0.053851349,0.125756861,5,732,0
0,0.069956011,0.049923677,2,641,0
2,0.063351151,0.13360882,5,662,0
0,0.046348631,0.01,7,536,0
1,0.071001128,0.106169332,3,679,0
2,0.055611306,0.114550135,6,679,0
0,0.056734139,0.045848912,6,736,0
2,0.047316995,0.104256817,8,708,0
2,0.048121905,0.164871582,3,635,0
1,0.054387001,0.107917932,5,757,0
0,0.06741501,0.01,0,628,0
1,0.057908899,0.121308728,6,684,0
2,0.045391473,0.105060687,8,692,0
5,0.052333664,0.277109974,6,616,1
5,0.080679232,0.312043784,3,618,1
0,0.050937551,0.053780447,4,655,0
0,0.057660619,0.027646412,2,573,0
1,0.042165674,0.092578061,5,639,0
1,0.048176439,0.100896196,6,707,0
5,0.082969874,0.29439006,3,575,1
0,0.070923121,0.069934207,3,682,0
5,0.060140745,0.327527211,4,655,1
0,0.062135254,0.074300101,4,657,0
1,0.059536019,0.09599385,5,580,0
0,0.045148604,0.053094672,6,630,0
1,0.056661765,0.10702702,5,702,0
0,0.072192392,0.078475922,3,588,0
1,0.072460192,0.075918086,7,717,0
0,0.069423093,0.062475164,6,619,0
5,0.066726894,0.293720186,4,523,1
1,0.059339301,0.103327354,5,658,0
5,0.070181699,0.257118193,3,554,1
1,0.056297129,0.105398991,5,627,0
0,0.066772128,0.084985166,3,545,0
2,0.06572831,0.144626495,6,749,0
2,0.070163976,0.151676828,5,748,0
1,0.04910018,0.096249181,6,665,0
3,0.078271217,0.178970692,5,570,0
0,0.0855235,0.06732391,2,770,0
1,0.056611766,0.072412828,5,633,0
2,0.073333475,0.149219616,3,587,0
5,0.054125005,0.245964316,5,626,1
0,0.062220875,0.015566939,3,643,0
1,0.067495536,0.09147515,5,725,0
2,0.06225093,0.133266286,3,702,0
3,0.053211292,0.201565752,5,695,0
0,0.043496551,0.043180965,4,629,0
1,0.058549414,0.088076466,4,624,0
0,0.057200148,0.034402376,5,657,0
0,0.072653116,0.073149561,4,639,0
0,0.042336203,0.030985523,7,664,0
0,0.065576335,0.082239252,2,713,0
0,0.050202867,0.081624509,5,603,0
0,0.056949692,0.042116977,5,654,0
1,0.056903744,0.105268921,6,614,0
1,0.038252835,0.081138008,7,605,0
0,0.067170057,0.064762368,5,563,0
2,0.044986439,0.137498876,8,705,0
1,0.072877155,0.135096122,2,574,0
1,0.062557162,0.076965713,6,744,0
0,0.05554724,0.10099775,4,620,0
0,0.063337886,0.01,6,671,0
0,0.046196263,0.094253168,4,601,0
0,0.048015632,0.032439066,6,580,0
2,0.061737201,0.136006368,4,643,0
1,0.057417655,0.106438942,6,605,0
0,0.074561364,0.048189204,3,569,0
0,0.053003173,0.070146824,6,584,0
2,0.070780977,0.133877857,3,551,0
2,0.060077278,0.162666968,5,734,0
0,0.051909734,0.067659006,5,602,0
1,0.07719423,0.056309584,8,619,0
0,0.056514087,0.060219335,6,605,0
0,0.054877394,0.081891592,4,657,0
1,0.051804885,0.086721183,5,653,0
0,0.055396654,0.065736259,5,639,0
1,0.072623981,0.099311042,6,628,0
5,0.074554163,0.292529757,4,536,1
1,0.042111319,0.109528602,5,650,0
1,0.069936815,0.088006417,4,557,0
0,0.056575219,0.053025121,5,532,0
0,0.077023245,0.058633031,3,603,0
1,0.061175011,0.070559947,6,608,0
0,0.056336668,0.082138078,4,602,0
4,0.061388547,0.24589326,2,535,1
0,0.072204362,0.067676149,2,690,0
5,0.082566185,0.262261308,4,542,1
5,0.039439506,0.261066377,4,602,1
1,0.050898642,0.134918405,3,658,0
0,0.062223315,0.065901748,3,646,0
0,0.064025564,0.087418166,4,592,0
0,0.071438502,0.072976438,3,598,0
5,0.082184259,0.335383499,4,576,1
2,0.073243379,0.120217902,7,715,0
4,0.075283633,0.173679648,8,605,0
1,0.068416863,0.124695685,3,593,0
3,0.077332374,0.189950765,4,616,0
0,0.067515981,0.070767232,3,747,0
5,0.065435697,0.278260779,3,655,1
1,0.049460934,0.122244938,5,688,0
1,0.058627693,0.065273953,6,726,0
0,0.066112278,0.046337714,3,671,0
1,0.085702044,0.094418107,4,712,0
0,0.055951765,0.061176562,6,717,0
0,0.076224818,0.047533661,5,699,0
0,0.058314646,0.027847011,3,584,0
0,0.06256695,0.065556429,4,740,0
0,0.073012086,0.084368626,2,652,0
1,0.085198993,0.128783462,3,527,0
0,0.072204308,0.082653853,2,700,0
4,0.069753753,0.237732216,3,498,1
0,0.052572306,0.107636728,3,693,0
0,0.054299617,0.038934561,4,608,0
4,0.061833188,0.189145208,7,712,0
4,0.067058629,0.254197466,3,631,1
2,0.045760474,0.148756687,6,713,0
0,0.059554039,0.061770378,3,600,0
1,0.066939883,0.126057364,4,663,0
0,0.085604004,0.078076814,2,622,0
5,0.073337402,0.274735165,4,577,1
1,0.043982267,0.111351204,6,745,0
5,0.066015372,0.280940259,4,580,1
5,0.071760658,0.327702248,5,580,1
0,0.059297897,0.036131602,7,693,0
3,0.066677603,0.173816315,3,651,0
1,0.052770002,0.119806304,3,633,0
1,0.055635902,0.112174149,4,595,0
1,0.051139917,0.105986999,5,653,0
2,0.054144696,0.145266951,6,573,0
0,0.065663474,0.095414232,3,656,0
5,0.063939929,0.296245651,3,640,1
0,0.068646038,0.059946462,5,622,0
0,0.048934964,0.080528312,5,696,0
0,0.052747501,0.066397578,4,549,0
1,0.039617308,0.132375458,7,628,0
2,0.050850772,0.159882252,4,697,0
0,0.060415054,0.06967743,5,686,0
5,0.057629162,0.326086572,5,593,1
0,0.063183059,0.026768873,3,622,0
1,0.069780961,0.146503691,3,580,0
3,0.069577992,0.173854654,4,687,0
1,0.049531909,0.090078361,7,650,0
0,0.057427445,0.037149985,6,644,0
1,0.058477323,0.094237828,7,555,0
0,0.070463985,0.082396361,3,577,0
0,0.057248522,0.01,6,654,0
3,0.070634562,0.20164482,4,479,1
1,0.064053196,0.070252793,7,599,0
0,0.040677641,0.045451132,6,656,0
5,0.049776473,0.310498467,2,466,1
1,0.058213398,0.084149319,7,706,0
2,0.077469018,0.106204688,8,711,0
5,0.059461189,0.311070108,3,628,1
1,0.049237145,0.099502503,7,664,0
0,0.039257227,0.087585769,3,508,0
1,0.071550228,0.073276351,8,675,0
5,0.094887819,0.29991346,4,653,1
0,0.074229237,0.08851216,4,674,0
0,0.064198607,0.065634648,5,642,0
0,0.061086211,0.041132981,2,697,0
4,0.071708276,0.252297961,1,682,1
1,0.047079903,0.108150078,4,689,0
5,0.035150182,0.22289524,8,761,0
3,0.045339814,0.164165897,5,621,0
0,0.044986554,0.049382475,6,712,0
2,0.047603977,0.141484321,4,654,0
1,0.05884643,0.098472432,5,658,0
0,0.056030764,0.075279309,5,582,0
2,0.050359539,0.184172724,2,611,0
4,0.061541335,0.214913362,6,557,1
2,0.043300933,0.111652458,7,711,0
0,0.073135544,0.084473272,6,723,0
0,0.071270352,0.063665042,5,672,0
1,0.055932804,0.08357136,4,637,0
1,0.0564538,0.115505346,6,676,0
0,0.077854239,0.045010645,2,626,0
0,0.042075026,0.01,5,649,0
4,0.061748438,0.260707305,3,564,1
4,0.067173019,0.249062463,3,612,1
3,0.065461695,0.200950643,4,610,0
3,0.080644512,0.199726165,3,563,1
1,0.057820897,0.10272457,5,646,0
0,0.059818164,0.096473495,3,554,0
0,0.055538814,0.0516577,6,652,0
5,0.068265566,0.308110087,3,661,1
5,0.063377657,0.287166086,2,571,1
5,0.062668492,0.254033639,5,620,1
0,0.06432007,0.066322806,5,694,0
5,0.048741504,0.296030838,4,592,1
5,0.06523493,0.295979001,3,552,1
1,0.081770548,0.122889849,4,616,0
1,0.060155827,0.102704285,6,639,0
5,0.060167393,0.307315376,3,566,1
0,0.074257177,0.064299713,4,597,0
1,0.067455403,0.126792721,4,514,0
0,0.078987095,0.052586677,3,613,0
0,0.048010634,0.066398434,6,640,0
5,0.045582615,0.284295227,5,544,1
0,0.063060299,0.057137539,6,684,0
0,0.072061774,0.074084681,3,546,0
2,0.062655168,0.114768939,8,636,0
0,0.070744477,0.029735082,6,604,0
0,0.060710993,0.025703884,3,524,0
5,0.062488524,0.293473269,4,611,1
0,0.047635209,0.012733481,2,655,0
1,0.051208506,0.109572753,6,575,0
2,0.056855046,0.137365003,8,712,0
0,0.062388863,0.066116457,4,620,0
2,0.049026002,0.14712248,6,706,0
0,0.067229502,0.067850616,4,626,0
3,0.056245652,0.210720868,5,661,0
5,0.073506485,0.289817512,3,573,1
2,0.073966663,0.14205489,4,654,0
5,0.071373101,0.248001048,5,630,1
1,0.076507524,0.121232664,5,669,0
2,0.064887687,0.154601321,5,638,0
0,0.045595394,0.069853997,4,626,0
0,0.059406291,0.060913296,6,584,0
0,0.066797303,0.073569354,3,651,0
1,0.063337278,0.102523276,5,645,0
0,0.048209705,0.046413959,3,574,0
1,0.062010703,0.142286295,3,615,0
0,0.0379365,0.035502043,5,636,0
5,0.077717404,0.266421085,3,498,1
0,0.050771181,0.061254386,6,721,0
5,0.069371942,0.243484257,4,641,1
2,0.071617981,0.164789936,5,697,0
1,0.046439356,0.098497031,7,628,0
1,0.062252654,0.109658506,5,628,0
0,0.059872504,0.088678349,3,595,0
0,0.05356697,0.015488246,4,682,0
1,0.052574876,0.081973855,5,682,0
0,0.050854675,0.043923072,4,672,0
1,0.060852494,0.119088938,6,626,0
1,0.058697121,0.113636062,4,645,0
3,0.048806271,0.131459676,8,537,0
1,0.056030681,0.079524035,6,621,0
1,0.046946428,0.106239603,5,649,0
1,0.059982787,0.114756849,4,561,0
5,0.061117954,0.254145563,6,577,1
5,0.079337218,0.273770317,2,689,1
5,0.067407377,0.274427481,2,667,1
0,0.051627902,0.044341192,4,646,0
0,0.062838559,0.033793051,4,637,0
1,0.063634486,0.124913735,4,618,0
5,0.074862943,0.324989691,4,522,1
0,0.073748219,0.076286865,4,661,0
1,0.069322332,0.086926613,3,584,0
1,0.066480566,0.074578725,6,750,0
4,0.082703853,0.221021746,3,528,1
0,0.037975311,0.065377825,6,565,0
0,0.063993765,0.01,5,643,0
0,0.055597581,0.061176372,3,623,0
1,0.065423662,0.065271205,6,568,0
0,0.065394054,0.048241455,6,710,0
4,0.064225536,0.253980479,5,649,1
4,0.076934143,0.252030514,0,645,1
1,0.049838587,0.111229216,6,737,0
1,0.057599547,0.10092157,6,707,0
0,0.088610517,0.033702876,2,521,0
0,0.057836675,0.093311573,4,735,0
0,0.059910854,0.050729545,4,691,0
5,0.057794406,0.288959063,4,605,1
2,0.063729959,0.129871566,6,687,0
4,0.049368225,0.224918438,2,636,1
2,0.039324371,0.108899507,8,660,0
0,0.056374086,0.011032411,3,610,0
1,0.055173163,0.115059968,6,534,0
1,0.061263673,0.09947069,6,683,0
4,0.063925008,0.257700869,5,713,1
0,0.049220074,0.056745513,6,693,0
4,0.063291573,0.246747829,5,580,1
0,0.048427103,0.043411522,4,662,0
5,0.075738728,0.30490662,4,530,1
